model,best_params,valid_accuracy,valid_precision,valid_recall,valid_f1,valid_roc_auc
Logistic Regression,"{'model__C': 0.01, 'model__class_weight': None, 'model__max_iter': 1, 'model__solver': 'saga', 'model__penalty': 'l2'}",0.8100558659217877,0.8431372549019608,0.6231884057971014,0.7166666666666667,0.8353096179183136
