trial,max_depth,max_depth_order,min_samples_split,min_samples_leaf,criterion,class_weight,tree_depth,leaf_count,params,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_roc_auc_mean,running_best_accuracy,running_best_f1,running_best_roc_auc,rank
85,None,999,2,5,entropy,None,16,73,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8020092583472864,0.022891036470503986,0.7368817166868699,0.835962920743485,0.8188811188811188,0.7423774299563745,0.8529839539596594,71
86,None,999,10,5,entropy,None,16,73,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8020092583472864,0.022891036470503986,0.7368817166868699,0.835962920743485,0.8188811188811188,0.7423774299563745,0.8529839539596594,72
109,5,5,2,1,gini,balanced,5,23,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8019895597360387,0.019269768122387326,0.7449490163253631,0.8386285266457681,0.8188811188811188,0.7449490163253631,0.8529839539596594,73
64,5,5,2,1,entropy,None,5,22,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8019895597360387,0.011687328986137096,0.7063149771576739,0.8363743099754071,0.8160149709445484,0.7423774299563745,0.8529839539596594,74
154,5,5,2,1,entropy,balanced,5,23,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8019698611247907,0.01352196673789774,0.744029179830583,0.8353048114372565,0.8188811188811188,0.7551505161389198,0.8530730766389075,75
155,5,5,10,1,entropy,balanced,5,21,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8019698611247907,0.011965321422183154,0.7439952008975215,0.8369780353165934,0.8188811188811188,0.7551505161389198,0.8530730766389075,76
156,5,5,20,1,entropy,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.7991726583275879,0.011110566824398807,0.7430384988933779,0.8400186029574744,0.8188811188811188,0.7551505161389198,0.8530730766389075,77
164,6,6,10,1,entropy,balanced,6,27,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7991726583275879,0.02230670946458421,0.7407310792655621,0.8443160576506971,0.8188811188811188,0.7551505161389198,0.8530730766389075,78
39,None,999,20,1,gini,None,19,63,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.7991431104107161,0.020823155879120554,0.7291231972188983,0.8308106271703452,0.8160149709445484,0.7423774299563745,0.8529839539596594,79
123,6,6,20,5,gini,balanced,6,25,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.7977937555402345,0.01752055545918894,0.7381357574517236,0.8450602155304349,0.8188811188811188,0.7551505161389198,0.8529839539596594,80
111,5,5,20,1,gini,balanced,5,19,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.7977839062346105,0.017600006401522747,0.7425325818702495,0.840638266151589,0.8188811188811188,0.7474551179814337,0.8529839539596594,81
163,6,6,2,1,entropy,balanced,6,34,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7977839062346104,0.028355506009381658,0.7386355651056029,0.8409042224755392,0.8188811188811188,0.7551505161389198,0.8530730766389075,82
112,5,5,2,5,gini,balanced,5,21,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.796395154141633,0.019838971034959775,0.7384952519505666,0.8404257702416009,0.8188811188811188,0.7474551179814337,0.8529839539596594,83
113,5,5,10,5,gini,balanced,5,21,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.796395154141633,0.019838971034959775,0.7384952519505666,0.8404257702416009,0.8188811188811188,0.7474551179814337,0.8529839539596594,84
157,5,5,2,5,entropy,balanced,5,21,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.7949867034374076,0.017997729711363725,0.7356953838497282,0.8338042652227605,0.8188811188811188,0.7551505161389198,0.8530730766389075,85
158,5,5,10,5,entropy,balanced,5,21,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.7949867034374076,0.017997729711363725,0.7356953838497282,0.8338042652227605,0.8188811188811188,0.7551505161389198,0.8530730766389075,86
87,None,999,20,5,entropy,None,15,51,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.7949670048261598,0.013932733183103821,0.7307411047573411,0.84037125434069,0.8188811188811188,0.7423774299563745,0.8529839539596594,87
37,None,999,2,1,gini,None,23,156,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7949571555205358,0.010979418186812268,0.7294908960168717,0.7809495292528208,0.8160149709445484,0.7370287369854319,0.8529839539596594,88
168,6,6,20,5,entropy,balanced,6,24,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.7935881020388063,0.026849731025021372,0.73461921280024,0.8355893839122679,0.8188811188811188,0.7551505161389198,0.8530730766389075,89
166,6,6,2,5,entropy,balanced,6,27,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.7935881020388063,0.024125644428277825,0.7337468591229171,0.8373307526677433,0.8188811188811188,0.7551505161389198,0.8530730766389075,90
167,6,6,10,5,entropy,balanced,6,27,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.7935881020388063,0.024125644428277825,0.7337468591229171,0.8373307526677433,0.8188811188811188,0.7551505161389198,0.8530730766389075,91
114,5,5,20,5,gini,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.7935782527331823,0.018155815775598907,0.7367249402829492,0.8394721377832663,0.8188811188811188,0.7474551179814337,0.8529839539596594,92
165,6,6,20,1,entropy,balanced,6,24,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.7935585541219343,0.02230114222534148,0.7360846020493984,0.84495594661347,0.8188811188811188,0.7551505161389198,0.8530730766389075,93
146,4,4,10,1,entropy,balanced,4,14,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7935290062050626,0.02879133480475712,0.7319080855108959,0.8526381368544378,0.8188811188811188,0.7551505161389198,0.8529839539596594,94
145,4,4,2,1,entropy,balanced,4,15,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7935290062050626,0.028444746895996277,0.7317916830399802,0.8518751913070096,0.8188811188811188,0.7551505161389198,0.8529839539596594,95
88,None,999,2,10,entropy,None,14,46,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7935191568994385,0.01723790005236038,0.7176794699709879,0.8457334183000327,0.8188811188811188,0.7423774299563745,0.8529839539596594,96
89,None,999,10,10,entropy,None,14,46,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7935191568994385,0.01723790005236038,0.7176794699709879,0.8457334183000327,0.8188811188811188,0.7423774299563745,0.8529839539596594,97
90,None,999,20,10,entropy,None,14,46,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7935191568994385,0.01723790005236038,0.7176794699709879,0.8457334183000327,0.8188811188811188,0.7423774299563745,0.8529839539596594,98
79,6,6,2,10,entropy,None,6,24,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7935191568994385,0.01723790005236038,0.7133026586634834,0.8380124916880403,0.8188811188811188,0.7423774299563745,0.8529839539596594,99
80,6,6,10,10,entropy,None,6,24,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7935191568994385,0.01723790005236038,0.7133026586634834,0.8380124916880403,0.8188811188811188,0.7423774299563745,0.8529839539596594,100
81,6,6,20,10,entropy,None,6,24,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7935191568994385,0.01723790005236038,0.7133026586634834,0.8380124916880403,0.8188811188811188,0.7423774299563745,0.8529839539596594,101
159,5,5,20,5,entropy,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.792169802028957,0.016488467176551468,0.733913978851298,0.8323575488426584,0.8188811188811188,0.7551505161389198,0.8530730766389075,102
70,5,5,2,10,entropy,None,5,18,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7921304048064612,0.013845370391526972,0.7063251105713843,0.8430954265750504,0.8160149709445484,0.7423774299563745,0.8529839539596594,103
71,5,5,10,10,entropy,None,5,18,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7921304048064612,0.013845370391526972,0.7063251105713843,0.8430954265750504,0.8160149709445484,0.7423774299563745,0.8529839539596594,104
72,5,5,20,10,entropy,None,5,18,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7921304048064612,0.013845370391526972,0.7063251105713843,0.8430954265750504,0.8160149709445484,0.7423774299563745,0.8529839539596594,105
43,None,999,2,10,gini,None,13,45,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7921304048064611,0.01816597555964479,0.7155363474670404,0.8368208996970752,0.8160149709445484,0.7423774299563745,0.8529839539596594,106
44,None,999,10,10,gini,None,13,45,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7921304048064611,0.01816597555964479,0.7155363474670404,0.8368208996970752,0.8160149709445484,0.7423774299563745,0.8529839539596594,107
45,None,999,20,10,gini,None,13,45,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7921304048064611,0.01816597555964479,0.7155363474670404,0.8368208996970752,0.8160149709445484,0.7423774299563745,0.8529839539596594,108
34,6,6,2,10,gini,None,6,23,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7921304048064611,0.01816597555964479,0.7111595361595362,0.8400350949410511,0.8160149709445484,0.7370287369854319,0.8529839539596594,109
35,6,6,10,10,gini,None,6,23,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7921304048064611,0.01816597555964479,0.7111595361595362,0.8400350949410511,0.8160149709445484,0.7370287369854319,0.8529839539596594,110
36,6,6,20,10,gini,None,6,23,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7921304048064611,0.01816597555964479,0.7111595361595362,0.8400350949410511,0.8160149709445484,0.7370287369854319,0.8529839539596594,111
83,None,999,10,1,entropy,None,21,96,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7907416527134836,0.017305804561290192,0.725612896836455,0.8180027416273499,0.8188811188811188,0.7423774299563745,0.8529839539596594,112
147,4,4,20,1,entropy,balanced,4,13,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.7907219541022359,0.027291190694095652,0.7302132614405469,0.8521074248229421,0.8188811188811188,0.7551505161389198,0.8529839539596594,113
128,None,999,10,1,gini,balanced,21,93,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7907219541022358,0.012234748613340054,0.7386566633358419,0.8273263196225578,0.8188811188811188,0.7551505161389198,0.8529839539596594,114
25,5,5,2,10,gini,None,5,18,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7893430513148824,0.017557049638366014,0.7082020414367876,0.8433611981887845,0.8132276174529697,0.7270785097446646,0.8529839539596594,115
26,5,5,10,10,gini,None,5,18,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7893430513148824,0.017557049638366014,0.7082020414367876,0.8433611981887845,0.8132276174529697,0.7270785097446646,0.8529839539596594,116
27,5,5,20,10,gini,None,5,18,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7893430513148824,0.017557049638366014,0.7082020414367876,0.8433611981887845,0.8132276174529697,0.7270785097446646,0.8529839539596594,117
150,4,4,20,5,entropy,balanced,4,13,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.7893135033980105,0.022371032083003974,0.7275938743593318,0.8516185364617966,0.8188811188811188,0.7551505161389198,0.8530730766389075,118
148,4,4,2,5,entropy,balanced,4,14,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.7893135033980105,0.022371032083003974,0.7264788113967249,0.8530730766389075,0.8188811188811188,0.7551505161389198,0.8530730766389075,119
149,4,4,10,5,entropy,balanced,4,14,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.7893135033980105,0.022371032083003974,0.7264788113967249,0.8530730766389075,0.8188811188811188,0.7551505161389198,0.8530730766389075,120
82,None,999,2,1,entropy,None,23,159,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7892839554811386,0.017130074758812272,0.7275406753452562,0.7813853266204364,0.8188811188811188,0.7423774299563745,0.8529839539596594,121
101,4,4,10,1,gini,balanced,4,14,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7865458485176795,0.03414978255289821,0.7329875389107812,0.8487377827385666,0.8188811188811188,0.7423774299563745,0.8529839539596594,122
100,4,4,2,1,gini,balanced,4,15,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7865458485176795,0.03356386420967606,0.7328416276066294,0.849483405106446,0.8188811188811188,0.7423774299563745,0.8529839539596594,123
151,4,4,2,10,entropy,balanced,4,13,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7850881512853344,0.02711986227495159,0.7250717874310968,0.8501908452339487,0.8188811188811188,0.7551505161389198,0.8530730766389075,124
152,4,4,10,10,entropy,balanced,4,13,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7850881512853344,0.02711986227495159,0.7250717874310968,0.8501908452339487,0.8188811188811188,0.7551505161389198,0.8530730766389075,125
153,4,4,20,10,entropy,balanced,4,13,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7850881512853344,0.02711986227495159,0.7250717874310968,0.8501908452339487,0.8188811188811188,0.7551505161389198,0.8530730766389075,126
91,3,3,2,1,gini,balanced,3,8,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7850881512853343,0.03452166868281293,0.7106351858590114,0.8431405222549422,0.8188811188811188,0.7423774299563745,0.8529839539596594,127
92,3,3,10,1,gini,balanced,3,8,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7850881512853343,0.03452166868281293,0.7106351858590114,0.8431405222549422,0.8188811188811188,0.7423774299563745,0.8529839539596594,128
102,4,4,20,1,gini,balanced,4,13,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.7823303457106274,0.030293828751070843,0.7296133719465063,0.8480449347181322,0.8188811188811188,0.7423774299563745,0.8529839539596594,129
136,3,3,2,1,entropy,balanced,3,8,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7822810991825077,0.033462484976322523,0.7027529777053853,0.8371312524408137,0.8188811188811188,0.7551505161389198,0.8529839539596594,130
137,3,3,10,1,entropy,balanced,3,8,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7822810991825077,0.033462484976322523,0.7027529777053853,0.8371312524408137,0.8188811188811188,0.7551505161389198,0.8529839539596594,131
96,3,3,20,5,gini,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.7822712498768836,0.0335202186812956,0.7088247169067248,0.84365554711166,0.8188811188811188,0.7423774299563745,0.8529839539596594,132
97,3,3,2,10,gini,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7822712498768836,0.0335202186812956,0.7088247169067248,0.84365554711166,0.8188811188811188,0.7423774299563745,0.8529839539596594,133
98,3,3,10,10,gini,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7822712498768836,0.0335202186812956,0.7088247169067248,0.84365554711166,0.8188811188811188,0.7423774299563745,0.8529839539596594,134
99,3,3,20,10,gini,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7822712498768836,0.0335202186812956,0.7088247169067248,0.84365554711166,0.8188811188811188,0.7423774299563745,0.8529839539596594,135
93,3,3,20,1,gini,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.7822712498768836,0.0335202186812956,0.7088247169067248,0.8430357124009161,0.8188811188811188,0.7423774299563745,0.8529839539596594,136
94,3,3,2,5,gini,balanced,3,8,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.7822712498768836,0.0335202186812956,0.7077096539441178,0.8432862322282386,0.8188811188811188,0.7423774299563745,0.8529839539596594,137
95,3,3,10,5,gini,balanced,3,8,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.7822712498768836,0.0335202186812956,0.7077096539441178,0.8432862322282386,0.8188811188811188,0.7423774299563745,0.8529839539596594,138
105,4,4,20,5,gini,balanced,4,13,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.780921895006402,0.025489835500823028,0.7269939848652911,0.8494757396324795,0.8188811188811188,0.7423774299563745,0.8529839539596594,139
103,4,4,2,5,gini,balanced,4,14,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.780921895006402,0.025489835500823028,0.7260533143015608,0.850830984874872,0.8188811188811188,0.7423774299563745,0.8529839539596594,140
104,4,4,10,5,gini,balanced,4,14,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.780921895006402,0.025489835500823028,0.7260533143015608,0.850830984874872,0.8188811188811188,0.7423774299563745,0.8529839539596594,141
160,5,5,2,10,entropy,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.780921895006402,0.01715571494228331,0.7214279795025489,0.835295351635477,0.8188811188811188,0.7551505161389198,0.8530730766389075,142
161,5,5,10,10,entropy,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.780921895006402,0.01715571494228331,0.7214279795025489,0.835295351635477,0.8188811188811188,0.7551505161389198,0.8530730766389075,143
162,5,5,20,10,entropy,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.780921895006402,0.01715571494228331,0.7214279795025489,0.835295351635477,0.8188811188811188,0.7551505161389198,0.8530730766389075,144
138,3,3,20,1,entropy,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.7808726484782823,0.03301004147201192,0.7013056092843326,0.8358525168086297,0.8188811188811188,0.7551505161389198,0.8529839539596594,145
141,3,3,20,5,entropy,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 20}",0.7808726484782823,0.03301004147201192,0.7013056092843326,0.8358525168086297,0.8188811188811188,0.7551505161389198,0.8529839539596594,146
142,3,3,2,10,entropy,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7808726484782823,0.03301004147201192,0.7013056092843326,0.8358525168086297,0.8188811188811188,0.7551505161389198,0.8529839539596594,147
143,3,3,10,10,entropy,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7808726484782823,0.03301004147201192,0.7013056092843326,0.8358525168086297,0.8188811188811188,0.7551505161389198,0.8529839539596594,148
144,3,3,20,10,entropy,balanced,3,7,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7808726484782823,0.03301004147201192,0.7013056092843326,0.8358525168086297,0.8188811188811188,0.7551505161389198,0.8529839539596594,149
139,3,3,2,5,entropy,balanced,3,8,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.7808726484782823,0.03301004147201192,0.7013056092843326,0.8357517969665306,0.8188811188811188,0.7551505161389198,0.8529839539596594,150
140,3,3,10,5,entropy,balanced,3,8,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.7808726484782823,0.03301004147201192,0.7013056092843326,0.8357517969665306,0.8188811188811188,0.7551505161389198,0.8529839539596594,151
115,5,5,2,10,gini,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7795331429134246,0.02119497339971662,0.7166142686232642,0.8331014032698987,0.8188811188811188,0.7474551179814337,0.8529839539596594,152
116,5,5,10,10,gini,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7795331429134246,0.02119497339971662,0.7166142686232642,0.8331014032698987,0.8188811188811188,0.7474551179814337,0.8529839539596594,153
117,5,5,20,10,gini,balanced,5,18,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.7795331429134246,0.02119497339971662,0.7166142686232642,0.8331014032698987,0.8188811188811188,0.7474551179814337,0.8529839539596594,154
127,None,999,2,1,gini,balanced,23,169,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7781246922091992,0.013879751076889327,0.7177932749151109,0.7718766030208036,0.8188811188811188,0.7551505161389198,0.8529839539596594,155
169,6,6,2,10,entropy,balanced,6,24,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7781148429035752,0.013309710386836258,0.7156973254241434,0.8348973670878059,0.8188811188811188,0.7551505161389198,0.8530730766389075,156
170,6,6,10,10,entropy,balanced,6,24,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7781148429035752,0.013309710386836258,0.7156973254241434,0.8348973670878059,0.8188811188811188,0.7551505161389198,0.8530730766389075,157
