model,best_params,valid_accuracy,valid_precision,valid_recall,valid_f1,valid_roc_auc,support_vector_count
SVM,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.8268156424581006,0.7878787878787878,0.7536231884057971,0.7703703703703704,0.8428194993412385,354
